Source,Target,Weight
Jens Christian Refsgaard,Karin Tonderski,1
Jens Christian Refsgaard,Kerstin Johannesson,1
Jens Christian Refsgaard,Klaus Hinsby,1
Jens Christian Refsgaard,Linda Laikre,1
Jens Christian Refsgaard,Marianne Zandersen,1
Jens Christian Refsgaard,Michele Casini,1
Jens Christian Refsgaard,Mikolaj Czajkowski,1
Jens Christian Refsgaard,Monika Winder,1
Jens Christian Refsgaard,Piotr Margonski,1
Jens Christian Refsgaard,Sara Kurland,1
Jens Christian Refsgaard,Seifeddine Jomaa,1
Jens Christian Refsgaard,Thorsten Bh Reusch,1
Jens Christian Refsgaard,Veijo Jormalainen,1
Jerg Gutmann,Katarzyna Metelska-Szaniawska,2
Jerg Gutmann,Stefan Voigt,3
Jerry Y Harrington,Karly J Reimel,1
Jerry Y Harrington,Lier-Walqui Van Marcus,1
Jerry Y Harrington,Lulin Xue,1
Jerry Y Harrington,Matthew R Kumjian,1
Jerry Y Harrington,Olivier P Prat,1
Jerry Y Harrington,Shin-Ichiro Shima,1
Jerry Y Harrington,Wojciech W Grabowski,1
Mycielski Jerzy,Jolanta Kujawa,1
Mycielski Jerzy,Krzysztof Bartosik,1
Mycielski Jerzy,Krzysztof Szczygielski,2
Mycielski Jerzy,Leszek Morawski,1
Mycielski Jerzy,Leszek Wincenciak,1
Mycielski Jerzy,Maja Micevska,1
Mycielski Jerzy,Maria Cristina Pagliacci,1
Mycielski Jerzy,Michal Kurcewicz,1
Mycielski Jerzy,Michal Myck,1
Mycielski Jerzy,Michalek J,2
Mycielski Jerzy,Oded Stark,1
Mycielski Jerzy,Pawel Turczyn,1
Mycielski Jerzy,Piotr Tederko,1
Mycielski Jerzy,Tomasz Gajderowicz,1
Mycielski Jerzy,Yohanes E Riyanto,1
Jerzy Sleszynski,Olga Kiuila,2
Jerzy Wisniewski,Maciej Jakubowski,3
Jette Bredahl Jacobsen,Julian Sagebiel,1
Jette Bredahl Jacobsen,Jurgen Meyerhoff,1
Jette Bredahl Jacobsen,Klaus Glenk,1
Jette Bredahl Jacobsen,Mara Thiene,1
Jette Bredahl Jacobsen,Mikolaj Czajkowski,1
Jette Bredahl Jacobsen,Petr Mariel,1
Jette Bredahl Jacobsen,Soren Boye Olsen,1
Jette Bredahl Jacobsen,Thijs Dekker,1
Jette Bredahl Jacobsen,Ulf Liebe,1
Joachim R Frick,Markus M Grabka,2
Joachim R Frick,Markus Michael Grabka,1
Joan Costa-Font,Jorge Garcia-Hombrados,4
Joanna Blazynska,Lukasz Matuszak,1
Joanna Blazynska,Magdalena Kowalczyk,1
Joanna Blazynska,Malgorzata Czerny,1
Joanna Blazynska,Malgorzata Macuda,1
Joanna Blazynska,Marek Cieslak,1
Joanna Blazynska,Marek Masztalerz,1
Joanna Blazynska,Maria Kiedrowska,1
Joanna Blazynska,Marzena Remlein,1
Joanna Blazynska,Piotr Gut,1
Joanna Blazynska,Remigiusz Napiecek,1
Joanna Blazynska,Wojciech Fliegner,1
Joanna Kotowicz-Jawor,Piotr Boguszewski,1
Joanna Kotowicz-Jawor,Tadeusz Smuga,1
Joanna Kotowicz-Jawor,Wanda Karpinska-Mizielinska,1
Joanna Nestorowicz,Pawel Kaczmarczyk,1
Joanna Niedzwiedzinska,Magda Cizkowicz-Pekala,1
Joanna Niedzwiedzinska,Magda Cizkowicz-Pekala,1
Joanna Niedzwiedzinska,Piotr Zuk,2
Joanna Niedzwiedzinska,Witold Grostal,2
Joanna Rachubik,Maciej Grzenda,2
Joanna Rachubik,Satia Rozynek,2
Joanna Rachubik,Shahriar Akhavan,2
Siwinska-Gorzelak Joanna,Michal Brzozowski,4
Joanna Swiesciak,Justyna Molska,1
Joanna Swiesciak,Kacper Ostrowski,1
Joanna Swiesciak,Maciej Zawislak,1
Joanna Swiesciak,Radoslaw Wlostowski,1
Joanna Tyrowicz,Karolina Goraus,5
Joanna Tyrowicz,Krzysztof Makarski,8
Joanna Tyrowicz,Lukasz Goczek,2
Joanna Tyrowicz,Marcin Bielecki,9
Joanna Tyrowicz,Marcin Waniek,2
Joanna Tyrowicz,Maurice Obstfeld,2
Joanna Tyrowicz,Paul Robin Krugman,2
Joanna Tyrowicz,Pawel Gieraltowski,2
Joanna Tyrowicz,Stanislaw Cichocki,5
Joanna Tyrowicz,Strzelecki P,1
Joanna Tyrowicz,Velde Der Van Lucas,1
Joanna Tyrowicz,Wlodzimierz Siwinski,2
Joanna Tyrowicz,Wyszynski R,1
Joel Graca Alves,Juan Carlos Berganza,1
Joel Graca Alves,Lilian Kreitz,1
Joel Graca Alves,Luis Molina Sanchez,1
Joel Graca Alves,Markus Eller,1
Joel Graca Alves,Rafael Cezar,1
Joel Graca Alves,Roland Beck,1
Joel Graca Alves,Valerio Nispi Landi,1
John B Taylor,Leszek Balcerowicz,1
Jolanta Kujawa,Maria Cristina Pagliacci,1
Jolanta Kujawa,Piotr Tederko,1
Jon C Petch,Kuan-Man Xu,1
Jon C Petch,Leo J Donner,1
Jon C Petch,Marat Khairoutdinov,1
Jon C Petch,Ming-Hua Zhang,1
Jon C Petch,Richard T Cederwall,1
Jon C Petch,Shao Cheng Xie,1
Jon C Petch,Steven K Krueger,1
Jon C Petch,Wei-Kuo Tao,1
Jon C Petch,Wojciech W Grabowski,1
Jon C Petch,Yio John J,1
Jonathan M Horridge,Marcin Stepniak,1
Jonathan M Horridge,Oliver Fritz,1
Jones Cg,Kohler M,1
Jones Cg,Petch Jc,1
Jones Cg,Piriou J-M,1
Jones Cg,Redelsperger J-L,1
Jones Cg,Tailleux R,1
Jones Cg,Tomasini M,1
Jose Maria Casado,Olympia Bover,2
Jose Maria Casado,Panagiota Tzamourani,2
Jose Maria Casado,Philip Du Caju,2
Jose Maria Casado,Sonia Costa,2
Jose Maria Casado,Tibor Zavadil,2
Jose Maria Casado,Yvonne Mccarthy,2
Josip Franic,Stanislaw Cichocki,1
Juan Carlos Berganza,Lilian Kreitz,1
Juan Carlos Berganza,Luis Molina Sanchez,1
Juan Carlos Berganza,Markus Eller,1
Juan Carlos Berganza,Rafael Cezar,1
Juan Carlos Berganza,Roland Beck,1
Juan Carlos Berganza,Valerio Nispi Landi,1
Juan F Jimeno,Mario Izquierdo Peinado,1
Juan F Jimeno,Matthias Busse,1
Juan F Jimeno,Mikkel Barslund,1
Juan F Jimeno,Pawel Kaczmarczyk,1
Juan F Jimeno,Timo Baas,1
Julia Martin-Ortega,Klaus Glenk,1
Julia Martin-Ortega,Michela Faccioli,1
Julia Martin-Ortega,Mikolaj Czajkowski,1
Julian Sagebiel,Jurgen Meyerhoff,1
Julian Sagebiel,Klaus Glenk,1
Julian Sagebiel,Mara Thiene,1
Julian Sagebiel,Mikolaj Czajkowski,1
Julian Sagebiel,Petr Mariel,1
Julian Sagebiel,Soren Boye Olsen,1
Julian Sagebiel,Thijs Dekker,1
Julian Sagebiel,Ulf Liebe,1
Julian Zawistowski,Kowal P,1
Julian Zawistowski,Regulski A,1
Julian Zawistowski,Rosik P,1
Julian Zawistowski,Krzysztof Szczygielski,1
Julian Zawistowski,Szpor A,1
Julian Zawistowski,Zub M,1
Jablecki Juliusz,Magda Cizkowicz-Pekala,2
Jablecki Juliusz,Mateusz Machaj,2
Jablecki Juliusz,Patrycja Beniak,2
Jablecki Juliusz,Pawel Sakowski,5
Jablecki Juliusz,Piotr Wojcik,3
Jablecki Juliusz,Piotr Zuk,2
Jablecki Juliusz,Robert Slepaczuk,3
Jablecki Juliusz,Ryszard Kokoszczynski,5
Jablecki Juliusz,Ulrich Bindseil,3
Jablecki Juliusz,Witold Grostal,2
Jurgen Meyerhoff,Kari Hyytiainen,1
Jurgen Meyerhoff,Kim Dahlbo,1
Jurgen Meyerhoff,Klaus Glenk,1
Jurgen Meyerhoff,Kristine Pakalniete,1
Jurgen Meyerhoff,Linus Hasselstrom,1
Jurgen Meyerhoff,Louise Martinsen,1
Jurgen Meyerhoff,Mara Thiene,1
Jurgen Meyerhoff,Marie Maar,1
Jurgen Meyerhoff,Mikolaj Czajkowski,2
Jurgen Meyerhoff,Mohammed H Alemu,1
Jurgen Meyerhoff,Petr Mariel,1
Jurgen Meyerhoff,Soren Boye Olsen,1
Jurgen Meyerhoff,Tea Nommann,1
Jurgen Meyerhoff,Thijs Dekker,1
Jurgen Meyerhoff,Tore Soderqvist,1
Jurgen Meyerhoff,Ulf Liebe,1
Jurgen Meyerhoff,Vivi Fleming-Lehtinen,1
Jurgen Meyerhoff,Yulia Khaleeva,1
Justyna Molska,Kacper Ostrowski,1
Justyna Molska,Maciej Zawislak,1
Justyna Molska,Radoslaw Wlostowski,1
Kacper Ostrowski,Maciej Zawislak,1
Kacper Ostrowski,Radoslaw Wlostowski,1
Kaderjak P,Maca V,1
Kaderjak P,Markiewicz O,1
Kaderjak P,Markowska A,1
Kaderjak P,Metcalf H,1
Kaderjak P,Navrud S,1
Kaderjak P,Nielsen Seested J,1
Kaderjak P,Ortiz R,1
Kaderjak P,Pellegrini S,1
Kaderjak P,Rabl A,1
Kaderjak P,Riera R,1
Kaderjak P,Scasny M,1
Kaderjak P,Stoeckel M-E,1
Kaderjak P,Szanto R,1
Kaderjak P,Urban J,1
Kalbarczyk M,Kula G,3
Kalbarczyk M,Myck M,3
Kalbarczyk M,Nicinska A,3
Kalbarczyk M,Topor-Madry R,3
Kalbarczyk M,Wisniewski M,2
Kalbarczyk M,Wisniewski R,1
Kamil Matuszelanski,Katarzyna Kopczewska,1
Kamil Wierus,Katarzyna Puchalska,2
Kamil Wierus,Magdalena Rola-Janicka,2
Kamil Wierus,Marcin Grela,2
Kamil Wierus,Marcin Tomkiewicz,2
Kamil Wierus,Marek Niechcial,2
Kamil Wierus,Michal Gradzewicz,2
Kamil Wierus,Michal Rubaszek,2
Kamil Wierus,Paulina Broniatowska,2
Kamil Wierus,Piotr Popowski,2
Kamil Wierus,Rafal Slubowski,2
Kamil Wierus,Stanislaw Cichocki,2
Kamil Wierus,Tomasz Michalek,2
Kamil Wierus,Tomasz Piasecki,2
Kamil Wierus,Wawrzyniec Suleja,2
Kamil Wierus,Wojciech Mroczek,2
Kamila Kontna,Katarzyna Chyrowicz,1
Kamila Kontna,Marcin Chlebus,1
Kamila Kontna,Michal Korycki,1
Kamila Kontna,Michal Kruk,1
Kamila Kuziemska-Pawlak,Marcin Bielecki,1
Kamila Kuziemska-Pawlak,Michal Brzoza-Brzezina,1
Kamila Waclawska,Monika Koppl Turyna,2
Karbownik B,Kula G,1
Kari Hyytiainen,Karin Tonderski,1
Kari Hyytiainen,Kerstin Johannesson,1
Kari Hyytiainen,Kim Dahlbo,1
Kari Hyytiainen,Klaus Hinsby,1
Kari Hyytiainen,Kristine Pakalniete,1
Kari Hyytiainen,Linda Laikre,1
Kari Hyytiainen,Linus Hasselstrom,1
Kari Hyytiainen,Louise Martinsen,1
Kari Hyytiainen,Marianne Zandersen,1
Kari Hyytiainen,Marie Maar,1
Kari Hyytiainen,Michele Casini,1
Kari Hyytiainen,Mikolaj Czajkowski,2
Kari Hyytiainen,Mohammed H Alemu,1
Kari Hyytiainen,Monika Winder,1
Kari Hyytiainen,Piotr Margonski,1
Kari Hyytiainen,Sara Kurland,1
Kari Hyytiainen,Seifeddine Jomaa,1
Kari Hyytiainen,Tea Nommann,1
Kari Hyytiainen,Thorsten Bh Reusch,1
Kari Hyytiainen,Tore Soderqvist,1
Kari Hyytiainen,Veijo Jormalainen,1
Kari Hyytiainen,Vivi Fleming-Lehtinen,1
Kari Hyytiainen,Yulia Khaleeva,1
Karin Tonderski,Kerstin Johannesson,1
Karin Tonderski,Klaus Hinsby,1
Karin Tonderski,Linda Laikre,1
Karin Tonderski,Marianne Zandersen,1
Karin Tonderski,Michele Casini,1
Karin Tonderski,Mikolaj Czajkowski,1
Karin Tonderski,Monika Winder,1
Karin Tonderski,Piotr Margonski,1
Karin Tonderski,Sara Kurland,1
Karin Tonderski,Seifeddine Jomaa,1
Karin Tonderski,Thorsten Bh Reusch,1
Karin Tonderski,Veijo Jormalainen,1
Karine Nyborg,Mikolaj Czajkowski,1
Karine Nyborg,Nick Hanley,1
Karly J Reimel,Lier-Walqui Van Marcus,1
Karly J Reimel,Lulin Xue,1
Karly J Reimel,Matthew R Kumjian,1
Karly J Reimel,Olivier P Prat,1
Karly J Reimel,Shin-Ichiro Shima,1
Karly J Reimel,Wojciech W Grabowski,1
Karol J Partyka,Lukasz Goczek,1
Karol Strzelinski,Piotr Boguszewski,1
Karol Szafranek,Marcin Humanicki,1
Karol Szafranek,Mariusz Kapuscinski,1
Karol Szafranek,Mateusz Pipien,1
Karol Szafranek,Michal Greszta,1
Karol Szafranek,Michal Ledochowski,1
Karol Szafranek,Michal Lesyk,1
Karol Szafranek,Piotr Popowski,1
Karol Szafranek,Tomasz Kleszcz,1
Karol Szafranek,Tomasz Lyziak,1
Karolina Goraus,Krzysztof Makarski,2
Karolina Goraus,Marcin Bielecki,5
Katarzyna Chyrowicz,Marcin Chlebus,1
Katarzyna Chyrowicz,Michal Korycki,1
Katarzyna Chyrowicz,Michal Kruk,1
Katarzyna Czarzasta,Lukasz Michalowski,1
Katarzyna Czarzasta,Marcin Chlebus,1
Katarzyna Czarzasta,Miroslaw Wielgos,1
Katarzyna Dabrowska-Gruszczynska,Marcin Gruszczynski,5
Katarzyna Dabrowska-Gruszczynska,Marcin Gruszczynski,8
Katarzyna Dziewanowska,Michal Brzozowski,1
Katarzyna Dziewanowska,Michal Kurtyka,1
Katarzyna Dziewanowska,Waldemar Koziol,1
Katarzyna Januszewicz,Pawel Kazimierski,1
Katarzyna Januszewicz,Piotr Lampart,1
Katarzyna Januszewicz,Tomasz Suchocki,1
Katarzyna Kopczewska,Konrad Walczyk,6
Katarzyna Kopczewska,Krzysztof Chrostek,1
Katarzyna Kopczewska,Maria Kubara,5
Katarzyna Kopczewska,Mateusz Kopyt,1
Katarzyna Kopczewska,Muhammad Usman,1
Katarzyna Kopczewska,Pawel Churski,4
Katarzyna Kopczewska,Piotr Cwiakowski,1
Katarzyna Kopczewska,Piotr Wojcik,2
Katarzyna Kopczewska,Robert Kruszewski,6
Katarzyna Kopczewska,Kopczewski Tomasz,3
Katarzyna Metelska-Szaniawska,Malgorzata Godlewska,1
Katarzyna Metelska-Szaniawska,Przemyslaw Banasik,1
Katarzyna Metelska-Szaniawska,Robert Cooter,1
Katarzyna Metelska-Szaniawska,Stefan Voigt,2
Katarzyna Metelska-Szaniawska,Sylwia Morawska,1
Katarzyna Metelska-Szaniawska,Thomas Ulen,1
Katarzyna Puchalska,Magdalena Rola-Janicka,2
Katarzyna Puchalska,Malgorzata Markiewicz,1
Katarzyna Puchalska,Marcin Grela,2
Katarzyna Puchalska,Marcin Tomkiewicz,2
Katarzyna Puchalska,Marek Niechcial,2
Katarzyna Puchalska,Michal Gradzewicz,2
Katarzyna Puchalska,Michal Rubaszek,2
Katarzyna Puchalska,Paulina Broniatowska,2
Katarzyna Puchalska,Piotr Boguszewski,4
Katarzyna Puchalska,Piotr Popowski,2
Katarzyna Puchalska,Rafal Slubowski,2
Katarzyna Puchalska,Stanislaw Cichocki,2
Katarzyna Puchalska,Tomasz Michalek,2
Katarzyna Puchalska,Tomasz Piasecki,2
Katarzyna Puchalska,Wawrzyniec Suleja,2
Katarzyna Puchalska,Wojciech Mroczek,2
Katarzyna Zagorska,Mikolaj Czajkowski,1
Katarzyna Zagorska,Nick Hanley,1
Kateryna Boichenko,Mario Nuno Mata,1
Kateryna Boichenko,Rana Umair Ashraf,1
Kateryna Boichenko,Stefan Cristian Gherghina,1
Kerstin Johannesson,Klaus Hinsby,1
Kerstin Johannesson,Linda Laikre,1
Kerstin Johannesson,Marianne Zandersen,1
Kerstin Johannesson,Michele Casini,1
Kerstin Johannesson,Mikolaj Czajkowski,1
Kerstin Johannesson,Monika Winder,1
Kerstin Johannesson,Piotr Margonski,1
Kerstin Johannesson,Sara Kurland,1
Kerstin Johannesson,Seifeddine Jomaa,1
Kerstin Johannesson,Thorsten Bh Reusch,1
Kerstin Johannesson,Veijo Jormalainen,1
Khairoutdinov M,Lang S,1
Khairoutdinov M,Nasuno T,1
Khairoutdinov M,Petch J,1
Khairoutdinov M,Tao W-K,1
Khairoutdinov M,Wong R,1
Khairoutdinov M,Wu X,1
Khairoutdinov M,Xu K-M,1
Khurram Abbas,Muhammad Fahad Anwar,1
Khurram Abbas,Qamar Uz Zaman,1
Khurram Abbas,Rana Umair Ashraf,1
Khurram Abbas,Syed Iftikhar Ul Hassan,1
Kim Dahlbo,Kristine Pakalniete,1
Kim Dahlbo,Linus Hasselstrom,1
Kim Dahlbo,Louise Martinsen,1
Kim Dahlbo,Marie Maar,1
Kim Dahlbo,Mikolaj Czajkowski,1
Kim Dahlbo,Mohammed H Alemu,1
Kim Dahlbo,Tea Nommann,1
Kim Dahlbo,Tore Soderqvist,1
Kim Dahlbo,Vivi Fleming-Lehtinen,1
Kim Dahlbo,Yulia Khaleeva,1
Klarita Gerxhani,Stanislaw Cichocki,1
Klaus Glenk,Mara Thiene,1
Klaus Glenk,Michela Faccioli,1
Klaus Glenk,Mikolaj Czajkowski,2
Klaus Glenk,Petr Mariel,1
Klaus Glenk,Soren Boye Olsen,1
Klaus Glenk,Thijs Dekker,1
Klaus Glenk,Ulf Liebe,1
Klaus Hinsby,Linda Laikre,1
Klaus Hinsby,Marianne Zandersen,1
Klaus Hinsby,Michele Casini,1
Klaus Hinsby,Mikolaj Czajkowski,1
Klaus Hinsby,Monika Winder,1
Klaus Hinsby,Piotr Margonski,1
Klaus Hinsby,Sara Kurland,1
Klaus Hinsby,Seifeddine Jomaa,1
Klaus Hinsby,Thorsten Bh Reusch,1
Klaus Hinsby,Veijo Jormalainen,1
Kohler M,Petch Jc,1
Kohler M,Piriou J-M,1
Kohler M,Redelsperger J-L,1
Kohler M,Tailleux R,1
Kohler M,Tomasini M,1
Kokoszczynski,R,2
Kokoszczynski,Sakowski P,1
Kokoszczynski,Wójcik,1
Kokoszczynski,Ślepaczuk,1
Konrad Walczyk,Robert Kruszewski,6
Kopanska A,Sztanderska U,1
Agnieszka Kopanska,Grzegorz Kula,1
Agnieszka Kopanska,Mlochowska Magdalena,1
Agnieszka Kopanska,Joanna Siwinska-Gorzelak,1
Tomasz Kopczewski,Ireneusz Miernik,1
Tomasz Kopczewski,Maciej Sobolewski,1
Kornelia Wisniewska,Leszek Lankiewicz,1
Kornelia Wisniewska,Marek Luczkowski,1
Kosior Anna,Lewkowicz Jacek,1
Kosior Anna,Michalek Tomasz,1
Kosior Anna,Mroczek Wojciech,1
Kosior Anna,Muck Jakub,1
Kosior Anna,Niechcial Marek,1
Kosior Anna,Piasecki Tomasz,1
Kosior Anna,Popowski Piotr,1
Kosior Anna,Puchalska Katarzyna,1
Kosior Anna,Rola-Janicka Magdalena,1
Kosior Anna,Rubaszek Michal,1
Kosior Anna,Slubowski Rafal,1
Kosior Anna,Stazka-Gawrysiak Agnieszka,1
Kosior Anna,Suleja Wawrzyniec,1
Kosior Anna,Tchorek Grzegorz,1
Kosior Anna,Tomkiewicz Marcin,1
Kosior Anna,Wierus Kamil,1
Kowal P,Regulski A,1
Kowal P,Rosik P,1
Kowal P,Krzysztof Szczygielski,1
Kowal P,Szpor A,1
Kowal P,Zub M,1
Krawczyk A,Kulisiewicz T,1
Krawczyk A,Nowakowski Z,1
Krawczyk A,Zlotnicki A,1
Kristine Pakalniete,Linus Hasselstrom,1
Kristine Pakalniete,Louise Martinsen,1
Kristine Pakalniete,Marie Maar,1
Kristine Pakalniete,Mikolaj Czajkowski,1
Kristine Pakalniete,Mohammed H Alemu,1
Kristine Pakalniete,Tea Nommann,1
Kristine Pakalniete,Tore Soderqvist,1
Kristine Pakalniete,Vivi Fleming-Lehtinen,1
Kristine Pakalniete,Yulia Khaleeva,1
Krystyna Slany,Pawel Kaczmarczyk,1
Krzysztof & Grabowski,Mehmet Teoman & Tandogan,1
Krzysztof & Grabowski,Vedat Sinan Szczygielski,1
Krzysztof & Grabowski,Wojciech & Pamukcu,1
Krzysztof Cieslik,Michalek And Andrzej,1
Krzysztof Kosc,Malgorzata Jablczynska,3
Krzysztof Kosc,Pawel Sakowski,5
Krzysztof Kosc,Przemyslaw Rys,3
Krzysztof Kosc,Robert Slepaczuk,5
Krzysztof Makarski,Marcin Bielecki,7
Krzysztof Makarski,Marcin Kolasa,1
Krzysztof Makarski,Marcin Waniek,2
Krzysztof Makarski,Michal Brzoza-Brzezina,2
Krzysztof Marczewski,Krzysztof Szczygielski,1
Krzysztof Opolski,Piotr Modzelewski,2
Krzysztof Rolka,Maurizio Remelli,1
Krzysztof Rolka,Rebecca Pogni,1
Krzysztof Rolka,Remo Guerrini,1
Krzysztof Szczygielski,Marcin Jakubek,2
Krzysztof Szczygielski,Oded Stark,3
Krzysztof Szczygielski,Sinan Tandogan,1
Krzysztof Szczygielski,Teoman Pamukcu,1
Krzysztof Szczygielski,Wilhelm Kohler,1
Krzysztof Szczygielski,Wojciech Grabowski,3
Krzysztof Wojtowicz,Leszek Kasek,2
Krzysztof Wojtowicz,Maciej Cygler,1
Krzysztof Wojtowicz,Maciej Pyrka,1
Krzysztof Wojtowicz,Magdalena Zachlod-Jelec,1
Krzysztof Wojtowicz,Michal Antoszewski,1
Krzysztof Wojtowicz,Olga Kiuila,1
Krzysztof Wojtowicz,Przemyslaw Sikora,1
Krzysztof Wojtowicz,Robert Jeszke,1
Krzysztof Wojtowicz,Ryszard Malarski,1
Krzysztof Wojtowicz,Tomasz Zylicz,1
Krzysztof Wojtowicz,Wojciech Rabiega,1
Kuan-Man Xu,Leo J Donner,1
Kuan-Man Xu,Marat Khairoutdinov,1
Kuan-Man Xu,Ming-Hua Zhang,1
Kuan-Man Xu,Richard T Cederwall,1
Kuan-Man Xu,Shao Cheng Xie,1
Kuan-Man Xu,Steven K Krueger,1
Kuan-Man Xu,Wei-Kuo Tao,1
Kuan-Man Xu,Wojciech W Grabowski,1
Kuan-Man Xu,Yio John J,1
Kudla Janusz,Walczyk Konrad Kopczewska Katarzyna,1
Kula G,Myck M,3
Kula G,Nicinska A,3
Kula G,Topor-Madry R,3
Kula G,Wisniewski M,2
Kula G,Wisniewski R,1
Kula Gj,Magdalena Rokicka,1
Kula Gj,Marek Gora,1
Kula Gj,Oleksandr Rohozynsky,1
Grzegorz Kula,Mlochowska Magdalena,1
Grzegorz Kula,Joanna Siwinska-Gorzelak,1
Kulisiewicz T,Nowakowski Z,1
Kulisiewicz T,Zlotnicki A,1
Kwasowski M,Rokicki B,1
Kwasowski M,Ryba J,1
Kwasowski M,Wtorek J,1
Lang S,Nasuno T,1
Lang S,Petch J,1
Lang S,Tao W-K,1
Lang S,Wong R,1
Lang S,Wu X,1
Lang S,Xu K-M,1
Laurie A Schintler,Roberto Patuelli,1
Leo J Donner,Marat Khairoutdinov,1
Leo J Donner,Ming-Hua Zhang,1
Leo J Donner,Richard T Cederwall,1
Leo J Donner,Shao Cheng Xie,1
Leo J Donner,Steven K Krueger,1
Leo J Donner,Wei-Kuo Tao,1
Leo J Donner,Wojciech W Grabowski,1
Leo J Donner,Yio John J,1
Leszek Kasek,Maciej Cygler,1
Leszek Kasek,Maciej Pyrka,1
Leszek Kasek,Magdalena Zachlod-Jelec,1
Leszek Kasek,Michal Antoszewski,1
Leszek Kasek,Olga Kiuila,1
Leszek Kasek,Przemyslaw Sikora,1
Leszek Kasek,Robert Jeszke,1
Leszek Kasek,Ryszard Malarski,1
Leszek Kasek,Tomasz Zylicz,1
Leszek Kasek,Wojciech Rabiega,1
Leszek Lankiewicz,Marek Luczkowski,1
Leszek Morawski,Michal Myck,1
Leszek Paczek,Marcin Chlebus,1
Leszek Paczek,Miroslaw Wielgos,1
Leszek Wincenciak,Tomasz Gajderowicz,1
Lewkowicz Jacek,Michalek Tomasz,1
Lewkowicz Jacek,Mroczek Wojciech,1
Lewkowicz Jacek,Muck Jakub,1
Lewkowicz Jacek,Niechcial Marek,1
Lewkowicz Jacek,Piasecki Tomasz,1
Lewkowicz Jacek,Popowski Piotr,1
Lewkowicz Jacek,Puchalska Katarzyna,1
Lewkowicz Jacek,Rola-Janicka Magdalena,1
Lewkowicz Jacek,Rubaszek Michal,1
Lewkowicz Jacek,Slubowski Rafal,1
Lewkowicz Jacek,Stazka-Gawrysiak Agnieszka,1
Lewkowicz Jacek,Suleja Wawrzyniec,1
Lewkowicz Jacek,Tchorek Grzegorz,1
Lewkowicz Jacek,Tomkiewicz Marcin,1
Lewkowicz Jacek,Wierus Kamil,1
Mingxing Li,Zhiqiang Ma,1
Mingxing Li,Muhammad Saeed Ashraf,1
Mingxing Li,Muhammad Usman,1
Mingxing Li,Rana Umair Ashraf,1
Lian-Ping Wang,Orlando Ayala,1
Lian-Ping Wang,Wojciech W Grabowski,2
Liangmin Wang,Muhammad Sohail,1
Liangmin Wang,Rana Umair Ashraf,1
Liangmin Wang,Samar Zaineldeen,1
Liangmin Wang,Shunrong Jiang,1
Liangze Ma,Muhammad Ahtisham Ul Haq,1
Liangze Ma,Rana Umair Ashraf,1
Liangze Ma,Xianhua Fan,1
Lidia Kania,Magdalena Walicka,2
Lidia Kania,Marcin Chlebus,2
Lidia Kania,Marcin Czech,1
Lidia Kania,Melania Brzozowska,2
Lidia Kania,Monika Puzianowska-Kuznicka,2
Lidia Kania,Tadeusz Jedrzejczyk,1
Lier-Walqui Van Marcus,Lulin Xue,1
Lier-Walqui Van Marcus,Matthew R Kumjian,1
Lier-Walqui Van Marcus,Olivier P Prat,1
Lier-Walqui Van Marcus,Shin-Ichiro Shima,1
Lier-Walqui Van Marcus,Wojciech W Grabowski,1
Lilian Kreitz,Luis Molina Sanchez,1
Lilian Kreitz,Markus Eller,1
Lilian Kreitz,Rafael Cezar,1
Lilian Kreitz,Roland Beck,1
Lilian Kreitz,Valerio Nispi Landi,1
Linda Laikre,Marianne Zandersen,1
Linda Laikre,Michele Casini,1
Linda Laikre,Mikolaj Czajkowski,1
Linda Laikre,Monika Winder,1
Linda Laikre,Piotr Margonski,1
Linda Laikre,Sara Kurland,1
Linda Laikre,Seifeddine Jomaa,1
Linda Laikre,Thorsten Bh Reusch,1
Linda Laikre,Veijo Jormalainen,1
Linus Hasselstrom,Louise Martinsen,1
Linus Hasselstrom,Marie Maar,1
Linus Hasselstrom,Mikolaj Czajkowski,1
Linus Hasselstrom,Mohammed H Alemu,1
Linus Hasselstrom,Tea Nommann,1
Linus Hasselstrom,Tore Soderqvist,1
Linus Hasselstrom,Vivi Fleming-Lehtinen,1
Linus Hasselstrom,Yulia Khaleeva,1
Louise Martinsen,Marie Maar,1
Louise Martinsen,Mikolaj Czajkowski,1
Louise Martinsen,Mohammed H Alemu,1
Louise Martinsen,Tea Nommann,1
Louise Martinsen,Tore Soderqvist,1
Louise Martinsen,Vivi Fleming-Lehtinen,1
Louise Martinsen,Yulia Khaleeva,1
Lucia Banci,Manuele Martinelli,1
Lucia Banci,Peep Palumaa,1
Lucia Banci,Simone Ciofi-Baffoni,1
Luis Molina Sanchez,Markus Eller,1
Luis Molina Sanchez,Rafael Cezar,1
Luis Molina Sanchez,Roland Beck,1
Luis Molina Sanchez,Valerio Nispi Landi,1
Luisa Araujo,Maciej Jakubowski,1
Luisa Araujo,Ralph Hippe,1
Lukasz Goczek,Maurice Obstfeld,2
Lukasz Goczek,Natasha Malyarenko,1
Lukasz Goczek,Paul Robin Krugman,2
Lukasz Goczek,Pawel Gieraltowski,2
Lukasz Goczek,Wlodzimierz Siwinski,2
Lukasz Matuszak,Magdalena Kowalczyk,1
Lukasz Matuszak,Malgorzata Czerny,1
Lukasz Matuszak,Malgorzata Macuda,3
Lukasz Matuszak,Marek Cieslak,1
